-0.25289997,0.07752472,-0.10953425,-0.09070458,0.043824945,-0.27139565,0.10477632,0.1219808,-0.026017131,0.0071607344,0.33897087,0.046298433,0.10747703,-0.0060995175,0.14977737,0.0027237781,0.3356658,0.54290485,-0.30858758,-0.20866585,0.41701922,-0.098948024,0.17560007,0.008066123,0.22854504,0.118260495,-0.015039733,0.39539585,-0.21681441,-0.25987712,0.014214384,0.21424288,0.27306166,0.13617069,-0.138161,0.06123858,0.4554178,-0.029456869,-0.037902243,0.35747465,-0.12821338,0.02421894,-0.12149406,-0.13377789,0.4743936,0.33034882,0.035112157,-0.43100545,0.08870614,-0.007115389
-0.3254749,0.11571232,0.001732605,-0.12696245,-0.011589505,-0.033885077,0.2723976,0.15772457,-0.04983222,0.087922744,0.36311156,0.19807123,0.040528044,-0.0574966,0.13918114,-0.14681526,0.39773878,0.5489991,-0.2625041,-0.20032416,0.3394079,-0.20451128,0.36195806,0.15496992,0.09468089,0.13688733,-0.11213474,0.27486613,-0.16749255,-0.4145637,0.016004618,0.32487231,0.38286403,0.020052524,-0.12814534,0.010364979,0.36601394,-0.019519338,-0.062745124,0.25805205,-0.068863966,-0.012568947,-0.18609414,-0.20118074,0.5734177,0.29137802,-0.16243523,-0.29903546,0.06628912,-0.09707931
-0.18510827,-0.03641857,-0.08526218,-0.025206313,-0.0627886,-0.15157822,0.21783826,0.1904718,-0.4840711,-0.12350884,0.10043228,-0.084125556,0.07486544,0.020207433,0.0743267,0.2525923,0.553524,0.54164493,-0.5006719,-0.21679318,0.23182249,0.10935119,0.49585125,-0.13917142,0.1505867,0.107846715,0.14968842,0.4637373,-0.38506258,-0.067098014,-0.036618356,-0.010180365,0.024821782,-0.24565749,-0.2505846,-0.047859255,0.37752965,-0.42699665,-0.18269707,0.20030594,0.16420071,-0.02130756,-0.13719723,-0.21457124,0.6081127,0.26742634,0.03786558,-0.3284207,0.20668876,0.1320279
-0.3722144,0.066401795,-0.17436351,-0.104864806,-0.1122256,-0.2400299,0.34389266,0.23037162,-0.19710883,-0.08769167,0.40348113,0.17163125,0.10143044,-0.043927766,0.09149589,0.06508304,0.503377,0.49244836,-0.43220624,-0.2537998,0.5044111,-0.069777206,0.47905776,0.16484994,0.13541918,0.14831077,0.09323976,0.49826407,-0.39448407,-0.30919704,-0.037079107,0.26775172,0.24032281,0.049704697,-0.12883377,0.07263912,0.5354886,-0.39582852,-0.17685333,0.36336556,-0.13067627,0.10512506,-0.11961702,-0.26309428,0.67359227,0.3114835,-0.07745555,-0.38561374,0.17933501,0.040365487
-0.2477577,-0.0013151356,-0.013428089,-0.031679858,-0.08718396,-0.090232454,0.2518396,0.16002908,-0.4551406,-0.12376513,0.19781727,-0.011021212,0.16564354,-0.07843613,0.13590588,0.12628222,0.56048006,0.47336185,-0.5842391,-0.20039968,0.16473646,0.058146767,0.5001553,-0.048398856,0.069196835,0.10999833,0.18721108,0.4515022,-0.34270653,-0.12447573,-0.08466956,-0.031584468,-0.009390667,-0.23419493,-0.31023303,-0.045522735,0.41903448,-0.41661474,-0.33486345,0.21250395,0.1357685,0.06574988,-0.10114576,-0.18453237,0.68154186,0.25242352,-0.056885663,-0.29807144,0.14726955,0.14361505
-0.32989958,0.08986298,-0.18744078,-0.20053416,-0.051919706,-0.19837159,0.19544788,0.20989579,-0.24328335,-0.014520587,0.26070198,0.07450932,0.13178821,-0.09124074,0.14845657,-0.018476808,0.5061853,0.53263336,-0.5206972,-0.18835096,0.26757187,-0.092147686,0.36556092,0.08292352,0.11827887,0.040180888,0.18903568,0.46833637,-0.35321453,-0.28691888,-0.08128425,0.17265803,0.10820757,-0.016673831,-0.27253193,0.040355004,0.5489743,-0.37563762,-0.2705613,0.26310095,-0.062603205,0.04273918,-0.050719544,-0.17959942,0.67036486,0.2751489,-0.031153284,-0.35528475,0.09312602,0.07878374
-0.31528872,0.10800696,-0.16577716,-0.247431,-0.08087876,-0.08774785,0.3032392,0.2528728,0.0844065,0.06763474,0.3217449,0.1832132,0.03223449,-0.17265671,0.22251284,-0.051376812,0.22290367,0.4531007,-0.23818968,-0.2004065,0.36412886,-0.19886075,0.28518492,0.21129613,0.14041838,0.003700934,-0.1414126,0.20836765,-0.1121216,-0.26306185,0.06025218,0.2934118,0.3288118,0.03419936,-0.09473268,0.08610088,0.5056919,0.052359477,0.0053464887,0.2168543,-0.13853179,-0.03279327,-0.17682207,-0.26751658,0.56837666,0.35220248,0.01819172,-0.4226182,-0.07133011,-0.09512704
-0.27440816,0.1112556,-0.05400257,-0.14667906,-0.018868307,-0.14425501,0.18522501,0.159173,-0.008232259,-0.01759761,0.33733672,0.08476353,0.0038797448,-0.023678098,0.14160432,-0.06130988,0.28884307,0.40684858,-0.22956012,-0.15446621,0.24236485,-0.15738392,0.2670069,0.15020585,0.12094838,0.08137446,-0.05777878,0.15732005,-0.07345861,-0.24351415,0.06896247,0.21813767,0.20032613,0.08476153,-0.13261013,0.12181757,0.37243205,-0.04193853,-0.03855633,0.1911741,-0.027931603,-0.064652056,-0.052932303,-0.22145694,0.36981523,0.29408115,-0.06838614,-0.2940451,-0.035517707,-0.03926861
-0.24929,0.11472933,-0.07274738,-0.13919555,0.023124449,-0.16731581,0.16462812,0.2043212,-0.15231873,-0.078488454,0.20354995,0.013222246,0.063200235,-0.07094791,0.16870433,0.08116015,0.35743624,0.44196525,-0.36263096,-0.18353356,0.2953385,0.021198805,0.3112483,-0.06288657,0.07008651,0.08463434,0.097074516,0.29948285,-0.25591397,-0.064145915,-0.02238565,0.0422656,0.07005649,-0.04451704,-0.17626658,0.088376336,0.36053213,-0.1534272,-0.07279378,0.23013626,0.041019835,-0.0050144834,-0.051801655,-0.1342757,0.5406703,0.29557237,-0.0028699022,-0.3463794,0.11034009,0.016919427
-0.3003261,0.06127686,-0.051950205,-0.123071685,-0.03325741,-0.07623007,0.19556731,0.08346607,-0.026940597,0.07965705,0.31632683,0.15444356,0.069661476,-0.088196866,0.18208991,-0.05920351,0.27129826,0.47668368,-0.23901813,-0.15476844,0.31344762,-0.12668544,0.26997858,0.14716743,0.16225372,0.12523907,-0.06534917,0.30896878,-0.116010435,-0.35277838,0.028829167,0.24555334,0.34429416,0.02322032,-0.111245975,-0.058506474,0.37898338,0.0059379097,-0.10353189,0.25471038,-0.09265069,0.0047870227,-0.19298588,-0.18797061,0.49229157,0.23442958,-0.054312814,-0.3169257,0.030560732,-0.046199437
-0.19173883,0.061477914,-0.03683627,-0.056039937,-0.004885779,-0.091566235,0.13214722,0.16329093,-0.2294345,-0.107096486,0.1779942,0.004032449,0.12254236,-0.014106571,0.14216429,-0.009658626,0.32089162,0.35364613,-0.37447447,-0.21005398,0.16088144,-0.033859845,0.27665955,0.0056120395,0.060547188,0.061423134,0.11337,0.32170603,-0.2665855,-0.037844665,-0.01169785,-0.032835502,0.008873636,-0.0928729,-0.16999683,0.0068039014,0.2918258,-0.14734462,-0.1640216,0.15549953,0.031433355,0.027972037,-0.08700411,-0.053473733,0.42330587,0.18648511,0.009334606,-0.2512912,0.093671516,0.031269588
